Instances,traffic_volume,holiday,temp,clouds_all,weather_main,weather_description,date,time,hour,holiday_val
37485,6261,None,287.07,90,Drizzle,drizzle,2017-09-26,08:00:00,8,0
37486,5783,None,287.15,90,Rain,light rain,2017-09-26,09:00:00,9,0
37487,5783,None,287.15,90,Mist,mist,2017-09-26,09:00:00,9,0
37488,5783,None,287.15,90,Drizzle,drizzle,2017-09-26,09:00:00,9,0
37489,4506,None,287.61,90,Drizzle,drizzle,2017-09-26,10:00:00,10,0
37490,4506,None,287.61,90,Mist,mist,2017-09-26,10:00:00,10,0
37491,4716,None,288.29,90,Drizzle,drizzle,2017-09-26,11:00:00,11,0
37492,4827,None,288.55,90,Drizzle,drizzle,2017-09-26,12:00:00,12,0
37493,4827,None,288.55,90,Mist,mist,2017-09-26,12:00:00,12,0
37494,4879,None,289.15,90,Drizzle,drizzle,2017-09-26,13:00:00,13,0
37495,5095,None,289.55,90,Clouds,overcast clouds,2017-09-26,14:00:00,14,0
37496,5811,None,289.88,90,Clouds,overcast clouds,2017-09-26,15:00:00,15,0
37497,6894,None,290.48,90,Clouds,overcast clouds,2017-09-26,16:00:00,16,0
37498,6255,None,290.41,90,Clouds,overcast clouds,2017-09-26,17:00:00,17,0
37499,4745,None,290.08,90,Clouds,overcast clouds,2017-09-26,18:00:00,18,0
37500,3438,None,289.55,90,Clouds,overcast clouds,2017-09-26,19:00:00,19,0
37501,2814,None,288.75,90,Clouds,overcast clouds,2017-09-26,20:00:00,20,0
37502,2397,None,288.15,75,Clouds,broken clouds,2017-09-26,21:00:00,21,0
37503,1618,None,287.5,90,Clouds,overcast clouds,2017-09-26,22:00:00,22,0
37504,1040,None,286.44,1,Clear,clear,2017-09-26,23:00:00,23,0
37510,3110,None,282.55,1,Clear,clear,2017-09-27,05:00:00,5,0
37511,6013,None,281.93,1,Clear,clear,2017-09-27,06:00:00,6,0
37512,6375,None,281.62,20,Clouds,few clouds,2017-09-27,07:00:00,7,0
37513,5930,None,281.55,20,Clouds,few clouds,2017-09-27,08:00:00,8,0
37514,5651,None,282.72,20,Clouds,few clouds,2017-09-27,09:00:00,9,0
37515,4582,None,284.22,20,Clouds,few clouds,2017-09-27,10:00:00,10,0
37516,4888,None,285.54,20,Clouds,few clouds,2017-09-27,11:00:00,11,0
37517,4942,None,287.22,1,Clear,clear,2017-09-27,12:00:00,12,0
37518,4948,None,289.01,40,Clouds,scattered clouds,2017-09-27,13:00:00,13,0
37519,5178,None,290.01,40,Clouds,scattered clouds,2017-09-27,14:00:00,14,0
37520,5735,None,290.35,75,Clouds,broken clouds,2017-09-27,15:00:00,15,0
37521,6680,None,290.88,40,Clouds,scattered clouds,2017-09-27,16:00:00,16,0
37522,6315,None,290.82,40,Clouds,scattered clouds,2017-09-27,17:00:00,17,0
37523,4708,None,291.08,5,Clear,clear,2017-09-27,18:00:00,18,0
37524,3662,None,289.94,5,Clear,clear,2017-09-27,19:00:00,19,0
37525,3216,None,287.56,1,Clear,clear,2017-09-27,20:00:00,20,0
37526,2629,None,284.81,5,Clear,clear,2017-09-27,21:00:00,21,0
37527,2020,None,284.0,5,Clear,clear,2017-09-27,22:00:00,22,0
37533,3098,None,283.95,90,Clouds,overcast clouds,2017-09-28,05:00:00,5,0
37534,6062,None,284.43,40,Rain,moderate rain,2017-09-28,06:00:00,6,0
37535,6434,None,284.51,40,Clouds,scattered clouds,2017-09-28,07:00:00,7,0
37536,6284,None,284.43,75,Clouds,broken clouds,2017-09-28,08:00:00,8,0
37537,5359,None,285.68,75,Clouds,broken clouds,2017-09-28,09:00:00,9,0
37538,4611,None,287.78,75,Clouds,broken clouds,2017-09-28,10:00:00,10,0
37539,4821,None,289.34,75,Clouds,broken clouds,2017-09-28,11:00:00,11,0
37540,4954,None,290.86,75,Clouds,broken clouds,2017-09-28,12:00:00,12,0
37541,5022,None,292.68,75,Clouds,broken clouds,2017-09-28,13:00:00,13,0
37542,5235,None,294.21,40,Clouds,scattered clouds,2017-09-28,14:00:00,14,0
37543,6113,None,295.21,75,Clouds,broken clouds,2017-09-28,15:00:00,15,0
37544,6781,None,295.48,75,Clouds,broken clouds,2017-09-28,16:00:00,16,0
37545,6240,None,295.37,75,Clouds,broken clouds,2017-09-28,17:00:00,17,0
37546,4857,None,294.35,75,Clouds,broken clouds,2017-09-28,18:00:00,18,0
37547,3812,None,292.89,75,Clouds,broken clouds,2017-09-28,19:00:00,19,0
37548,3280,None,291.3,75,Clouds,broken clouds,2017-09-28,20:00:00,20,0
37549,2850,None,289.62,20,Clouds,few clouds,2017-09-28,21:00:00,21,0
37550,2031,None,288.75,40,Clouds,scattered clouds,2017-09-28,22:00:00,22,0
37551,1494,None,287.62,1,Clear,clear,2017-09-28,23:00:00,23,0
37557,2920,None,282.35,1,Clear,clear,2017-09-29,05:00:00,5,0
37558,5831,None,281.69,1,Clear,clear,2017-09-29,06:00:00,6,0
37559,6571,None,281.02,5,Clear,clear,2017-09-29,07:00:00,7,0
37560,6094,None,280.68,5,Clear,clear,2017-09-29,08:00:00,8,0
37561,5391,None,282.48,5,Clear,clear,2017-09-29,09:00:00,9,0
37562,4750,None,284.68,1,Clear,clear,2017-09-29,10:00:00,10,0
37563,5142,None,286.48,20,Clouds,few clouds,2017-09-29,11:00:00,11,0
37564,5708,None,287.65,40,Clouds,scattered clouds,2017-09-29,12:00:00,12,0
37565,5536,None,288.68,40,Clouds,scattered clouds,2017-09-29,13:00:00,13,0
37566,5982,None,289.58,40,Clouds,scattered clouds,2017-09-29,14:00:00,14,0
37567,6368,None,289.72,40,Clouds,scattered clouds,2017-09-29,15:00:00,15,0
37568,6627,None,290.08,75,Clouds,broken clouds,2017-09-29,16:00:00,16,0
37569,5916,None,290.09,40,Clouds,scattered clouds,2017-09-29,17:00:00,17,0
37570,5492,None,289.68,75,Clouds,broken clouds,2017-09-29,18:00:00,18,0
37571,4498,None,288.89,1,Clear,clear,2017-09-29,19:00:00,19,0
37572,4498,None,288.89,1,Clear,clear,2017-09-29,19:00:00,19,0
37573,3548,None,286.23,20,Clouds,few clouds,2017-09-29,20:00:00,20,0
37574,3113,None,284.29,5,Clear,clear,2017-09-29,21:00:00,21,0
37575,2543,None,282.94,5,Clear,clear,2017-09-29,22:00:00,22,0
37576,1880,None,282.0,1,Clear,clear,2017-09-29,23:00:00,23,0
37577,1265,None,281.43,1,Clear,clear,2017-09-30,00:00:00,0,0
37583,1544,None,279.86,1,Mist,mist,2017-09-30,06:00:00,6,0
37584,2279,None,279.43,1,Mist,mist,2017-09-30,07:00:00,7,0
37585,3684,None,279.55,5,Mist,mist,2017-09-30,08:00:00,8,0
37586,4841,None,282.15,1,Mist,mist,2017-09-30,09:00:00,9,0
37587,5326,None,285.08,1,Haze,haze,2017-09-30,10:00:00,10,0
37588,5370,None,287.79,1,Haze,haze,2017-09-30,11:00:00,11,0
37589,5243,None,290.21,1,Haze,haze,2017-09-30,12:00:00,12,0
37590,5409,None,291.55,40,Clouds,scattered clouds,2017-09-30,13:00:00,13,0
37591,5291,None,292.08,1,Haze,haze,2017-09-30,14:00:00,14,0
37592,5225,None,292.58,1,Drizzle,drizzle,2017-09-30,15:00:00,15,0
37593,4975,None,292.82,75,Rain,moderate rain,2017-09-30,16:00:00,16,0
37594,4975,None,292.82,75,Haze,haze,2017-09-30,16:00:00,16,0
37595,4925,None,292.49,75,Clouds,broken clouds,2017-09-30,17:00:00,17,0
37596,4477,None,292.02,20,Clouds,few clouds,2017-09-30,18:00:00,18,0
37597,3898,None,290.88,75,Clouds,broken clouds,2017-09-30,19:00:00,19,0
37598,3260,None,290.22,1,Clear,clear,2017-09-30,20:00:00,20,0
37599,3706,None,289.86,75,Clouds,broken clouds,2017-09-30,21:00:00,21,0
37600,3326,None,289.22,40,Clouds,scattered clouds,2017-09-30,22:00:00,22,0
37601,2517,None,289.15,75,Clouds,broken clouds,2017-09-30,23:00:00,23,0
37602,1447,None,288.93,75,Clouds,broken clouds,2017-10-01,00:00:00,0,0
37609,1654,None,286.01,90,Rain,light rain,2017-10-01,06:00:00,6,0
37610,1838,None,286.08,75,Rain,shower rain,2017-10-01,07:00:00,7,0
37611,1838,None,286.08,75,Drizzle,drizzle,2017-10-01,07:00:00,7,0
37612,2403,None,286.37,90,Rain,light rain,2017-10-01,08:00:00,8,0
37613,4429,None,286.51,90,Rain,shower rain,2017-10-01,09:00:00,9,0
37614,5265,None,287.34,90,Rain,shower rain,2017-10-01,10:00:00,10,0
37615,4748,None,288.08,90,Rain,moderate rain,2017-10-01,11:00:00,11,0
37616,4906,None,288.55,90,Rain,moderate rain,2017-10-01,12:00:00,12,0
37617,5108,None,287.59,90,Rain,moderate rain,2017-10-01,13:00:00,13,0
37618,5108,None,287.59,90,Drizzle,drizzle,2017-10-01,13:00:00,13,0
37619,4921,None,287.51,75,Rain,moderate rain,2017-10-01,14:00:00,14,0
37620,4377,None,287.75,90,Rain,moderate rain,2017-10-01,15:00:00,15,0
37621,4385,None,289.29,75,Clouds,broken clouds,2017-10-01,16:00:00,16,0
37622,4110,None,290.08,90,Rain,light rain,2017-10-01,17:00:00,17,0
37623,3680,None,290.01,90,Rain,moderate rain,2017-10-01,18:00:00,18,0
37624,3060,None,289.79,90,Rain,light rain,2017-10-01,19:00:00,19,0
37625,2693,None,289.29,90,Rain,moderate rain,2017-10-01,20:00:00,20,0
37626,2003,None,289.15,90,Rain,light rain,2017-10-01,21:00:00,21,0
37627,1686,None,289.08,90,Rain,light rain,2017-10-01,22:00:00,22,0
37628,1349,None,289.22,75,Thunderstorm,proximity thunderstorm,2017-10-01,23:00:00,23,0
37638,2894,None,285.84,90,Rain,moderate rain,2017-10-02,05:00:00,5,0
37639,5683,None,285.93,40,Rain,light rain,2017-10-02,06:00:00,6,0
37640,6577,None,285.99,90,Clouds,overcast clouds,2017-10-02,07:00:00,7,0
37641,6054,None,286.21,75,Clouds,broken clouds,2017-10-02,08:00:00,8,0
37642,5018,None,286.75,75,Clouds,broken clouds,2017-10-02,09:00:00,9,0
37643,4342,None,287.86,90,Clouds,overcast clouds,2017-10-02,10:00:00,10,0
37644,4519,None,289.93,90,Clouds,overcast clouds,2017-10-02,11:00:00,11,0
37645,4683,None,290.57,90,Rain,light rain,2017-10-02,12:00:00,12,0
37646,4670,None,291.48,90,Mist,mist,2017-10-02,13:00:00,13,0
37647,4994,None,292.93,90,Clouds,overcast clouds,2017-10-02,14:00:00,14,0
37648,5737,None,292.82,75,Rain,moderate rain,2017-10-02,15:00:00,15,0
37649,5737,None,292.82,75,Mist,mist,2017-10-02,15:00:00,15,0
37650,6667,None,292.51,90,Thunderstorm,proximity thunderstorm with drizzle,2017-10-02,16:00:00,16,0
37651,6667,None,292.51,90,Fog,fog,2017-10-02,16:00:00,16,0
37652,6667,None,292.51,90,Rain,moderate rain,2017-10-02,16:00:00,16,0
37653,5599,None,291.88,90,Thunderstorm,proximity thunderstorm,2017-10-02,17:00:00,17,0
37654,5599,None,291.88,90,Rain,light rain,2017-10-02,17:00:00,17,0
37655,5599,None,291.88,90,Mist,mist,2017-10-02,17:00:00,17,0
37656,3897,None,291.41,90,Thunderstorm,proximity thunderstorm,2017-10-02,18:00:00,18,0
37657,3897,None,291.41,90,Mist,mist,2017-10-02,18:00:00,18,0
37658,3897,None,291.41,90,Rain,light rain,2017-10-02,18:00:00,18,0
37659,3897,None,291.41,90,Drizzle,drizzle,2017-10-02,18:00:00,18,0
37660,2631,None,290.92,90,Rain,heavy rain,2017-10-02,19:00:00,19,0
37661,2631,None,290.92,90,Mist,mist,2017-10-02,19:00:00,19,0
37662,2631,None,290.92,90,Thunderstorm,proximity thunderstorm,2017-10-02,19:00:00,19,0
37663,2208,None,291.07,90,Thunderstorm,thunderstorm with drizzle,2017-10-02,20:00:00,20,0
37664,2208,None,291.07,90,Mist,mist,2017-10-02,20:00:00,20,0
37665,2208,None,291.07,90,Rain,heavy rain,2017-10-02,20:00:00,20,0
37666,1958,None,291.0,90,Rain,heavy rain,2017-10-02,21:00:00,21,0
37667,1958,None,291.0,90,Mist,mist,2017-10-02,21:00:00,21,0
37668,1958,None,291.0,90,Thunderstorm,thunderstorm with rain,2017-10-02,21:00:00,21,0
37669,1356,None,290.53,90,Mist,mist,2017-10-02,22:00:00,22,0
37670,1356,None,290.53,90,Rain,moderate rain,2017-10-02,22:00:00,22,0
37671,1356,None,290.53,90,Thunderstorm,proximity thunderstorm,2017-10-02,22:00:00,22,0
37689,3013,None,292.57,90,Rain,light rain,2017-10-03,05:00:00,5,0
37690,3013,None,292.57,90,Thunderstorm,thunderstorm with rain,2017-10-03,05:00:00,5,0
37691,5614,None,291.51,90,Rain,heavy rain,2017-10-03,06:00:00,6,0
37692,5455,None,290.53,90,Rain,heavy rain,2017-10-03,07:00:00,7,0
37693,5455,None,290.53,90,Drizzle,drizzle,2017-10-03,07:00:00,7,0
37694,5764,None,289.84,90,Rain,moderate rain,2017-10-03,08:00:00,8,0
37695,5764,None,289.84,90,Drizzle,drizzle,2017-10-03,08:00:00,8,0
37696,5443,None,289.99,90,Rain,moderate rain,2017-10-03,09:00:00,9,0
37697,5443,None,289.99,90,Drizzle,drizzle,2017-10-03,09:00:00,9,0
37698,4472,None,290.61,90,Rain,moderate rain,2017-10-03,10:00:00,10,0
37699,4472,None,290.61,90,Mist,mist,2017-10-03,10:00:00,10,0
37700,4696,None,291.53,75,Rain,moderate rain,2017-10-03,11:00:00,11,0
37701,5026,None,292.53,90,Mist,mist,2017-10-03,12:00:00,12,0
37702,4939,None,293.82,75,Clouds,broken clouds,2017-10-03,13:00:00,13,0
37703,5270,None,292.65,90,Mist,mist,2017-10-03,14:00:00,14,0
37704,5828,None,291.09,90,Mist,mist,2017-10-03,15:00:00,15,0
37705,6706,None,290.07,90,Clouds,overcast clouds,2017-10-03,16:00:00,16,0
37706,5953,None,290.08,40,Clouds,scattered clouds,2017-10-03,17:00:00,17,0
37707,4652,None,290.51,40,Clouds,scattered clouds,2017-10-03,18:00:00,18,0
37708,3457,None,289.0,20,Clouds,few clouds,2017-10-03,19:00:00,19,0
37709,2836,None,287.37,5,Clear,clear,2017-10-03,20:00:00,20,0
37710,2419,None,286.01,1,Clear,clear,2017-10-03,21:00:00,21,0
37711,1768,None,284.88,1,Clear,clear,2017-10-03,22:00:00,22,0
37712,1084,None,284.36,1,Clear,clear,2017-10-03,23:00:00,23,0
37718,3010,None,281.5,1,Clear,clear,2017-10-04,05:00:00,5,0
37719,5971,None,281.29,1,Clear,clear,2017-10-04,06:00:00,6,0
37720,6233,None,280.72,1,Clear,clear,2017-10-04,07:00:00,7,0
37721,5836,None,280.15,1,Clear,clear,2017-10-04,08:00:00,8,0
37722,5516,None,281.08,5,Clear,clear,2017-10-04,09:00:00,9,0
37723,4606,None,282.38,1,Clear,clear,2017-10-04,10:00:00,10,0
37724,4826,None,284.15,40,Clouds,scattered clouds,2017-10-04,11:00:00,11,0
37725,5062,None,285.38,40,Clouds,scattered clouds,2017-10-04,12:00:00,12,0
37726,4899,None,286.15,40,Clouds,scattered clouds,2017-10-04,13:00:00,13,0
37727,5207,None,286.61,40,Clouds,scattered clouds,2017-10-04,14:00:00,14,0
37728,5751,None,287.22,20,Clouds,few clouds,2017-10-04,15:00:00,15,0
37729,6415,None,288.08,5,Clear,clear,2017-10-04,16:00:00,16,0
37730,6231,None,288.15,5,Clear,clear,2017-10-04,17:00:00,17,0
37731,4990,None,288.08,5,Clear,clear,2017-10-04,18:00:00,18,0
37732,3687,None,286.51,5,Clear,clear,2017-10-04,19:00:00,19,0
37733,2987,None,284.23,5,Clear,clear,2017-10-04,20:00:00,20,0
37734,2511,None,282.01,5,Clear,clear,2017-10-04,21:00:00,21,0
37735,1713,None,280.85,1,Clear,clear,2017-10-04,22:00:00,22,0
37736,1042,None,280.15,1,Clear,clear,2017-10-04,23:00:00,23,0
37742,3040,None,282.51,90,Clouds,overcast clouds,2017-10-05,05:00:00,5,0
37743,5850,None,282.79,75,Rain,moderate rain,2017-10-05,06:00:00,6,0
37744,6490,None,283.15,90,Rain,light rain,2017-10-05,07:00:00,7,0
37745,4907,None,283.46,90,Rain,moderate rain,2017-10-05,08:00:00,8,0
37746,5389,None,284.29,90,Rain,light rain,2017-10-05,09:00:00,9,0
37747,4613,None,285.57,90,Clouds,overcast clouds,2017-10-05,10:00:00,10,0
37748,4786,None,286.6,90,Clouds,overcast clouds,2017-10-05,11:00:00,11,0
37749,5100,None,287.99,90,Clouds,overcast clouds,2017-10-05,12:00:00,12,0
37750,4991,None,288.76,90,Clouds,overcast clouds,2017-10-05,13:00:00,13,0
37751,5369,None,289.83,90,Clouds,overcast clouds,2017-10-05,14:00:00,14,0
37752,5968,None,290.15,90,Rain,moderate rain,2017-10-05,15:00:00,15,0
37753,5968,None,290.15,90,Thunderstorm,proximity thunderstorm,2017-10-05,15:00:00,15,0
37754,6783,None,289.68,90,Thunderstorm,proximity thunderstorm,2017-10-05,16:00:00,16,0
37755,6122,None,289.36,75,Rain,light rain,2017-10-05,17:00:00,17,0
37756,6122,None,289.36,75,Drizzle,drizzle,2017-10-05,17:00:00,17,0
37757,6122,None,289.36,75,Thunderstorm,proximity thunderstorm,2017-10-05,17:00:00,17,0
37758,4731,None,288.65,90,Clouds,overcast clouds,2017-10-05,18:00:00,18,0
37759,3724,None,287.68,90,Clouds,overcast clouds,2017-10-05,19:00:00,19,0
37760,3228,None,287.15,90,Clouds,overcast clouds,2017-10-05,20:00:00,20,0
37761,2700,None,286.58,90,Drizzle,drizzle,2017-10-05,21:00:00,21,0
37762,1924,None,286.36,90,Clouds,overcast clouds,2017-10-05,22:00:00,22,0
37763,1326,None,285.99,90,Clouds,overcast clouds,2017-10-05,23:00:00,23,0
37771,2857,None,282.37,1,Fog,fog,2017-10-06,05:00:00,5,0
37772,2857,None,282.37,1,Mist,mist,2017-10-06,05:00:00,5,0
37773,5757,None,281.58,20,Fog,fog,2017-10-06,06:00:00,6,0
37774,5757,None,281.58,20,Mist,mist,2017-10-06,06:00:00,6,0
37775,6727,None,281.07,1,Fog,fog,2017-10-06,07:00:00,7,0
37776,6727,None,281.07,1,Mist,mist,2017-10-06,07:00:00,7,0
37777,5817,None,281.43,75,Fog,fog,2017-10-06,08:00:00,8,0
37778,5817,None,281.43,75,Mist,mist,2017-10-06,08:00:00,8,0
37779,5022,None,283.15,90,Fog,fog,2017-10-06,09:00:00,9,0
37780,5022,None,283.15,90,Mist,mist,2017-10-06,09:00:00,9,0
37781,4719,None,284.86,90,Fog,fog,2017-10-06,10:00:00,10,0
37782,4719,None,284.86,90,Mist,mist,2017-10-06,10:00:00,10,0
37783,5043,None,286.57,90,Mist,mist,2017-10-06,11:00:00,11,0
37784,5043,None,286.57,90,Thunderstorm,proximity thunderstorm,2017-10-06,11:00:00,11,0
37785,5545,None,287.28,90,Thunderstorm,proximity thunderstorm,2017-10-06,12:00:00,12,0
37786,5387,None,287.94,90,Rain,moderate rain,2017-10-06,13:00:00,13,0
37787,5395,None,287.88,90,Rain,heavy rain,2017-10-06,14:00:00,14,0
37788,5395,None,287.88,90,Thunderstorm,thunderstorm with drizzle,2017-10-06,14:00:00,14,0
37789,5395,None,287.88,90,Drizzle,drizzle,2017-10-06,14:00:00,14,0
37790,5777,None,287.09,90,Rain,moderate rain,2017-10-06,15:00:00,15,0
37791,5777,None,287.09,90,Mist,mist,2017-10-06,15:00:00,15,0
37792,5777,None,287.09,90,Drizzle,drizzle,2017-10-06,15:00:00,15,0
37793,6017,None,286.36,90,Rain,heavy rain,2017-10-06,16:00:00,16,0
37794,6017,None,286.36,90,Mist,mist,2017-10-06,16:00:00,16,0
37795,5655,None,286.44,90,Rain,heavy rain,2017-10-06,17:00:00,17,0
37796,5655,None,286.44,90,Mist,mist,2017-10-06,17:00:00,17,0
37797,5655,None,286.44,90,Drizzle,drizzle,2017-10-06,17:00:00,17,0
37798,4749,None,286.51,90,Rain,moderate rain,2017-10-06,18:00:00,18,0
37799,4749,None,286.51,90,Drizzle,drizzle,2017-10-06,18:00:00,18,0
37800,4165,None,286.51,90,Rain,moderate rain,2017-10-06,19:00:00,19,0
37801,4165,None,286.51,90,Drizzle,drizzle,2017-10-06,19:00:00,19,0
37802,3137,None,286.15,90,Rain,light rain,2017-10-06,20:00:00,20,0
37803,3137,None,286.15,90,Mist,mist,2017-10-06,20:00:00,20,0
37804,3137,None,286.15,90,Drizzle,drizzle,2017-10-06,20:00:00,20,0
37805,2904,None,286.15,75,Rain,moderate rain,2017-10-06,21:00:00,21,0
37806,2904,None,286.15,75,Mist,mist,2017-10-06,21:00:00,21,0
37807,2904,None,286.15,75,Drizzle,drizzle,2017-10-06,21:00:00,21,0
37808,2625,None,286.15,90,Rain,light rain,2017-10-06,22:00:00,22,0
37809,2625,None,286.15,90,Mist,mist,2017-10-06,22:00:00,22,0
37810,2625,None,286.15,90,Drizzle,drizzle,2017-10-06,22:00:00,22,0
37811,2776,None,286.15,90,Rain,light rain,2017-10-06,23:00:00,23,0
37812,2776,None,286.15,90,Mist,mist,2017-10-06,23:00:00,23,0
37813,2776,None,286.15,90,Drizzle,drizzle,2017-10-06,23:00:00,23,0
37814,1802,None,286.15,90,Rain,light rain,2017-10-07,00:00:00,0,0
37815,1802,None,286.15,90,Mist,mist,2017-10-07,00:00:00,0,0
37816,1802,None,286.15,90,Drizzle,drizzle,2017-10-07,00:00:00,0,0
37827,1356,None,285.43,90,Rain,heavy rain,2017-10-07,06:00:00,6,0
37828,1356,None,285.43,90,Mist,mist,2017-10-07,06:00:00,6,0
37829,1356,None,285.43,90,Drizzle,drizzle,2017-10-07,06:00:00,6,0
37830,1989,None,285.44,90,Rain,heavy rain,2017-10-07,07:00:00,7,0
37831,1989,None,285.44,90,Mist,mist,2017-10-07,07:00:00,7,0
37832,1989,None,285.44,90,Drizzle,drizzle,2017-10-07,07:00:00,7,0
37833,3039,None,285.15,90,Mist,mist,2017-10-07,08:00:00,8,0
37834,3039,None,285.15,90,Rain,moderate rain,2017-10-07,08:00:00,8,0
37835,3039,None,285.15,90,Drizzle,drizzle,2017-10-07,08:00:00,8,0
37836,3654,None,285.36,90,Rain,moderate rain,2017-10-07,09:00:00,9,0
37837,3654,None,285.36,90,Mist,mist,2017-10-07,09:00:00,9,0
37838,3654,None,285.36,90,Drizzle,drizzle,2017-10-07,09:00:00,9,0
37839,4062,None,285.55,90,Rain,light rain,2017-10-07,10:00:00,10,0
37840,4062,None,285.55,90,Drizzle,drizzle,2017-10-07,10:00:00,10,0
37841,4585,None,285.94,90,Rain,light rain,2017-10-07,11:00:00,11,0
37842,4585,None,285.94,90,Drizzle,drizzle,2017-10-07,11:00:00,11,0
37843,4823,None,286.62,90,Rain,light rain,2017-10-07,12:00:00,12,0
37844,4823,None,286.62,90,Drizzle,drizzle,2017-10-07,12:00:00,12,0
37845,4882,None,287.35,90,Rain,moderate rain,2017-10-07,13:00:00,13,0
37846,4882,None,287.35,90,Mist,mist,2017-10-07,13:00:00,13,0
37847,4882,None,287.35,90,Drizzle,drizzle,2017-10-07,13:00:00,13,0
37848,4809,None,289.02,90,Clouds,overcast clouds,2017-10-07,14:00:00,14,0
37849,4727,None,289.95,75,Clouds,broken clouds,2017-10-07,15:00:00,15,0
37850,4508,None,290.95,1,Clear,clear,2017-10-07,16:00:00,16,0
37851,4864,None,291.95,1,Clear,clear,2017-10-07,17:00:00,17,0
37852,4926,None,292.08,1,Clear,clear,2017-10-07,18:00:00,18,0
37853,3993,None,290.62,5,Clear,clear,2017-10-07,19:00:00,19,0
37854,3210,None,287.89,5,Clear,clear,2017-10-07,20:00:00,20,0
37855,3141,None,287.15,5,Clear,clear,2017-10-07,21:00:00,21,0
37856,3002,None,286.94,1,Clear,clear,2017-10-07,22:00:00,22,0
37857,3527,None,287.15,1,Clear,clear,2017-10-07,23:00:00,23,0
37858,1687,None,286.41,1,Clear,clear,2017-10-08,00:00:00,0,0
37859,1035,None,286.15,1,Clear,clear,2017-10-08,01:00:00,1,0
37865,1164,None,283.72,40,Clouds,scattered clouds,2017-10-08,07:00:00,7,0
37866,1960,None,283.01,40,Clouds,scattered clouds,2017-10-08,08:00:00,8,0
37867,2778,None,284.65,20,Clouds,few clouds,2017-10-08,09:00:00,9,0
37868,3612,None,287.76,5,Clear,clear,2017-10-08,10:00:00,10,0
37869,3973,None,289.98,5,Clear,clear,2017-10-08,11:00:00,11,0
37870,4289,None,292.6,20,Clouds,few clouds,2017-10-08,12:00:00,12,0
37871,4258,None,293.84,20,Clouds,few clouds,2017-10-08,13:00:00,13,0
37872,4569,None,294.58,40,Clouds,scattered clouds,2017-10-08,14:00:00,14,0
37873,4675,None,294.86,20,Clouds,few clouds,2017-10-08,15:00:00,15,0
37874,4550,None,294.22,5,Clear,clear,2017-10-08,16:00:00,16,0
37875,4401,None,293.87,1,Clear,clear,2017-10-08,17:00:00,17,0
37876,4294,None,292.69,1,Clear,clear,2017-10-08,18:00:00,18,0
37877,3811,None,290.3,5,Clear,clear,2017-10-08,19:00:00,19,0
37878,2992,None,288.15,1,Clear,clear,2017-10-08,20:00:00,20,0
37879,2286,None,286.87,5,Clear,clear,2017-10-08,21:00:00,21,0
37880,1695,None,285.62,1,Clear,clear,2017-10-08,22:00:00,22,0
37887,2818,None,280.86,1,Clear,clear,2017-10-09,05:00:00,5,0
37888,5628,None,280.51,1,Clear,clear,2017-10-09,06:00:00,6,0
37889,6517,None,280.44,20,Clouds,few clouds,2017-10-09,07:00:00,7,0
37890,5769,None,280.29,40,Clouds,scattered clouds,2017-10-09,08:00:00,8,0
37891,5004,None,281.93,1,Clear,clear,2017-10-09,09:00:00,9,0
37892,4298,None,284.0,40,Clouds,scattered clouds,2017-10-09,10:00:00,10,0
37893,4377,None,285.29,90,Clouds,overcast clouds,2017-10-09,11:00:00,11,0
37894,4735,None,285.75,75,Clouds,broken clouds,2017-10-09,12:00:00,12,0
37895,4766,None,285.79,75,Clouds,broken clouds,2017-10-09,13:00:00,13,0
37896,5112,None,284.95,75,Clouds,broken clouds,2017-10-09,14:00:00,14,0
37897,5740,None,284.95,75,Clouds,broken clouds,2017-10-09,15:00:00,15,0
37898,6630,None,283.87,90,Rain,light rain,2017-10-09,16:00:00,16,0
37899,5869,None,282.51,75,Rain,light rain,2017-10-09,17:00:00,17,0
37900,4282,None,282.08,90,Rain,light rain,2017-10-09,18:00:00,18,0
37901,3108,None,281.65,90,Rain,light rain,2017-10-09,19:00:00,19,0
37902,2400,None,280.62,90,Rain,light rain,2017-10-09,20:00:00,20,0
37903,2149,None,280.15,40,Clouds,scattered clouds,2017-10-09,21:00:00,21,0
37904,1433,None,279.08,20,Clouds,few clouds,2017-10-09,22:00:00,22,0
37911,2974,None,273.95,1,Clear,clear,2017-10-10,05:00:00,5,0
37912,5936,None,273.55,1,Fog,fog,2017-10-10,06:00:00,6,0
37913,6174,None,273.61,1,Fog,fog,2017-10-10,07:00:00,7,0
37914,6174,None,273.61,1,Mist,mist,2017-10-10,07:00:00,7,0
37915,5677,None,273.28,5,Fog,fog,2017-10-10,08:00:00,8,0
37916,5877,None,274.48,5,Fog,fog,2017-10-10,09:00:00,9,0
37917,4909,None,277.67,1,Clear,clear,2017-10-10,10:00:00,10,0
37918,4756,None,280.34,1,Clear,clear,2017-10-10,11:00:00,11,0
37919,5178,None,281.77,1,Clear,clear,2017-10-10,12:00:00,12,0
37920,5014,None,282.68,75,Clouds,broken clouds,2017-10-10,13:00:00,13,0
37921,5293,None,283.29,1,Clear,clear,2017-10-10,14:00:00,14,0
37922,5770,None,283.95,75,Clouds,broken clouds,2017-10-10,15:00:00,15,0
37923,6745,None,284.3,1,Clear,clear,2017-10-10,16:00:00,16,0
